feature,coefficient,abs_coefficient
prev_total_infractions,0.5442905354712344,0.5442905354712344
prev_non_pass,-0.46489117846889966,0.46489117846889966
prev_significant,-0.10264011508817432,0.10264011508817432
days_since_previous_inspection,-0.08877337633875719,0.08877337633875719
prev_crucial,-0.07549866605641348,0.07549866605641348
n_inspections_seen_so_far,-0.021152370995134145,0.021152370995134145
prev_minor,0.01017834118883203,0.01017834118883203
