oldEstId,n_distinct_estId,same_name_normalized,same_address_normalized,same_location_within_100m,time_ranges_sequential_non_overlapping,names_raw,addresses_raw
10526844,2,True,True,True,False,GERRY'S FAST FOOD,724 St Clair Ave W None M6C 1B3 ; 724 ST CLAIR AVE W None M6C 1B3
10527011,2,True,True,True,False,V'S CARIBBEAN RESTAURANT,1221 Weston Rd None M6M 4P7 ; 1221 WESTON RD None M6M 4P7
10527108,2,True,True,True,False,YUMMY CHICKEN & BURGER,385 Driftwood Ave None M3N 2P6 ; 385 DRIFTWOOD AVE None M3N 2P6
10527171,2,True,True,True,False,CAFFE E LATTE,912 Wilson Ave None M3K 1E7 ; 912 WILSON AVE None M3K 1E7
10527902,2,True,True,True,False,THE ENTERTAINMENT KITCHEN,1559 Eglinton Ave W None M6E 2G9 ; 1559 EGLINTON AVE W None M6E 2G9
10530733,2,True,True,True,False,GERHARD'S WHOLESALE,"1085 Bellamy Rd N 16 M1H 3C7 ; 1085 BELLAMY RD N, Unit-16 None M1H 3C7"
10531562,2,True,True,True,False,TIM HORTONS,555 Yonge St None M4Y 3A6 ; 555 YONGE ST None M4Y 3A6
10532393,2,True,True,True,False,"GIFT SHOP, CAFE & SNACK SHACK",1000 Murray Ross Pkwy None M3J 2P3 ; 1000 MURRAY ROSS PKWY None M3J 2P3
10535075,2,True,True,True,False,Gordon Ridge Catering Committee,20 Gordonridge Pl None M1K 4H5 ; 20 GORDONRIDGE PL None M1K 4H5
10535178,2,True,True,True,False,Yummy Cantonese Restaurant,4400 Sheppard Ave E None M1S 5J5 ; 4400 SHEPPARD AVE E None M1S 5J5
10535867,2,True,True,True,False,MY LITTLE BUTCHER SHOP,1948 Eglinton Ave W None M6E 2J8 ; 1948 EGLINTON AVE W None M6E 2J8
10535963,2,True,True,True,False,ROSE'S CHESTER LTD,23 Howard St None M4X 1J6 ; 23 HOWARD ST None M4X 1J6
